gen_ob_id,for_project,by_member,date_created,notes
3670,Euplatypus Project (Dummy Data),11,9/27/21,previously named #19; Euplatypus compositus; Female; Head
3671,Euplatypus Project (Dummy Data),11,9/27/21,previously named #20; Euplatypus compositus; Female; Head
3672,Euplatypus Project (Dummy Data),11,9/27/21,previously named #21; Euplatypus compositus; Female; Head
3673,Euplatypus Project (Dummy Data),11,9/27/21,previously named #22; Euplatypus compositus; Female; Prothorax
3674,Euplatypus Project (Dummy Data),11,9/27/21,previously named #23; Euplatypus compositus; Female; Prothorax
3675,Euplatypus Project (Dummy Data),11,9/27/21,previously named #24; Euplatypus compositus; Female; Prothorax
3676,Euplatypus Project (Dummy Data),11,9/27/21,previously named #25; Euplatypus compositus; Female; Head
3677,Euplatypus Project (Dummy Data),11,9/27/21,previously named #26; Euplatypus compositus; Female; Head
3678,Euplatypus Project (Dummy Data),11,9/27/21,previously named #27; Euplatypus compositus; Female; Head
3679,Euplatypus Project (Dummy Data),11,9/27/21,previously named #28; Euplatypus compositus; Female; Prothorax
3680,Euplatypus Project (Dummy Data),11,9/27/21,previously named #29; Euplatypus compositus; Female; Prothorax
3681,Euplatypus Project (Dummy Data),11,9/27/21,previously named #30; Euplatypus compositus; Female; Prothorax
3682,Euplatypus Project (Dummy Data),11,9/27/21,previously named #31; Euplatypus compositus; Male; Head
3683,Euplatypus Project (Dummy Data),11,9/27/21,previously named #32; Euplatypus compositus; Male; Head
3684,Euplatypus Project (Dummy Data),11,9/27/21,previously named #33; Euplatypus compositus; Male; Head
3685,Euplatypus Project (Dummy Data),11,9/27/21,previously named #34; Euplatypus compositus; Male; Prothorax
3686,Euplatypus Project (Dummy Data),11,9/27/21,previously named #35; Euplatypus compositus; Male; Prothorax
3687,Euplatypus Project (Dummy Data),11,9/27/21,previously named #36; Euplatypus compositus; Male; Prothorax
3688,Euplatypus Project (Dummy Data),11,9/27/21,previously named #37; Euplatypus compositus; Male; Head
3689,Euplatypus Project (Dummy Data),11,9/27/21,previously named #38; Euplatypus compositus; Male; Head
3690,Euplatypus Project (Dummy Data),11,9/27/21,previously named #39; Euplatypus compositus; Male; Head
3691,Euplatypus Project (Dummy Data),11,9/27/21,previously named #40; Euplatypus compositus; Male; Prothorax
3692,Euplatypus Project (Dummy Data),11,9/27/21,previously named #41; Euplatypus compositus; Male; Prothorax
3693,Euplatypus Project (Dummy Data),11,9/27/21,previously named #42; Euplatypus compositus; Male; Prothorax
3694,Euplatypus Project (Dummy Data),11,3/14/21,Cultured from microscope slide dissection
3695,Euplatypus Project (Dummy Data),11,3/14/21,Cultured from microscope slide dissection
3696,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M1#2 (WA); estimated total CFU count = 100
3697,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M1#5 (WA); estimated total CFU count = 500
3698,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M1#1 (WA); estimated total CFU count = 50
3699,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M5#1 (WA); estimated total CFU count = 400
3700,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M1#4 (WA); estimated total CFU count = 10
3701,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M2#1 (WA); estimated total CFU count = 730
3702,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M1#7 (WA); estimated total CFU count = 20
3703,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M3#8 (WA); estimated total CFU count = 100
3704,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M4#8 (WA); estimated total CFU count = 500
3705,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M1#10 (WA); estimated total CFU count = 100
3706,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M1#11 (WA); estimated total CFU count = 100
3707,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M1#16 (WA); estimated total CFU count = 190
3708,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M1#14 (WA); estimated total CFU count = 200
3709,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M1#28 (WA); estimated total CFU count = 180
3710,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M1#24 (WA); estimated total CFU count = 1000
3711,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M4#28 (WA); estimated total CFU count = 10
3712,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M2#25 (WA); estimated total CFU count = 50
3713,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M4#30 (WA); estimated total CFU count = 1000
3714,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M6#34 (WA); estimated total CFU count = 50
3715,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M3#4; estimated total CFU count = 
3716,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M3#5; estimated total CFU count = 100
3717,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M1#2; estimated total CFU count = 
3718,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M5#2; estimated total CFU count = 
3719,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M2#4; estimated total CFU count = 410
3720,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M8#1; estimated total CFU count = 40
3721,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M4#10; estimated total CFU count = 160
3722,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M1#10; estimated total CFU count = 240
3723,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M5#11; estimated total CFU count = 600
3724,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M2#10; estimated total CFU count = 50
3725,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M1#16; estimated total CFU count = 370
3726,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M2#16; estimated total CFU count = 90
3727,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M3#13; estimated total CFU count = 10
3728,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M1#16; estimated total CFU count = 370
3729,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M2#13; estimated total CFU count = 10
3730,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M1#13; estimated total CFU count = 20
3731,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M1#22; estimated total CFU count = 1790
3732,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M1#19; estimated total CFU count = 470
3733,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M2#19; estimated total CFU count = 10
3734,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M1#22; estimated total CFU count = 1790
3735,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M1#22; estimated total CFU count = 1790
3736,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M1#23; estimated total CFU count = 1300
3737,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M2#23; estimated total CFU count = 700
3738,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M3#29; estimated total CFU count = 100
3739,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M4#29; estimated total CFU count = 400
3740,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M3#26; estimated total CFU count = 200
3741,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M2#28; estimated total CFU count = 90
3742,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M1#28; estimated total CFU count = 2300
3743,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M5#25; estimated total CFU count = 110
3744,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M4#25; estimated total CFU count = 140
3745,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M1#25; estimated total CFU count = 350
3746,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M1#29; estimated total CFU count = 2000
3747,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M1#34; estimated total CFU count = 80
3748,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M3#34; estimated total CFU count = 50
3749,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M2#34; estimated total CFU count = 30
3750,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M4#34; estimated total CFU count = 10
3751,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M1#40; estimated total CFU count = 540
3752,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M2#40; estimated total CFU count = 80
3753,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M3#40; estimated total CFU count = 230
3754,Euplatypus Project (Dummy Data),11,9/30/21,previously named #M1#37; estimated total CFU count = 40
3755,Euplatypus Project (Dummy Data),11,3/14/21,
3756,Euplatypus Project (Dummy Data),11,3/14/21,
3757,Euplatypus Project (Dummy Data),11,3/17/21,
3758,Euplatypus Project (Dummy Data),11,3/17/21,
3759,Euplatypus Project (Dummy Data),11,3/17/21,
3760,Euplatypus Project (Dummy Data),11,6/18/22,"M1_21378, Andre mycangia"
3761,Euplatypus Project (Dummy Data),11,6/18/22,"M1_21380, Andre mycangia"
3762,Euplatypus Project (Dummy Data),11,6/18/22,"M1_21390, Andre mycangia"
3763,Euplatypus Project (Dummy Data),11,6/18/22,"M1_21384, Andre mycangia"
3764,Euplatypus Project (Dummy Data),11,6/18/22,"M1_21396, Andre mycangia"
3765,Euplatypus Project (Dummy Data),11,6/18/22,"M1_21392, Andre mycangia"
3766,Euplatypus Project (Dummy Data),11,6/18/22,"M3_21404, Andre mycangia"
3767,Euplatypus Project (Dummy Data),11,6/18/22,"M1_21402, Andre mycangia"
3768,Euplatypus Project (Dummy Data),11,6/18/22,"M2_21452, Andre mycangia"
3769,Euplatypus Project (Dummy Data),11,6/18/22,"M3_21452, Andre mycangia"
3770,Euplatypus Project (Dummy Data),11,6/18/22,"M2_21458, Andre mycangia"
3771,Euplatypus Project (Dummy Data),11,6/18/22,"M1_21450, Andre mycangia"
3772,Euplatypus Project (Dummy Data),11,6/18/22,"M6_21390, Andre mycangia"
3773,Euplatypus Project (Dummy Data),11,6/18/22,"M5_21392, Andre mycangia"
3774,Euplatypus Project (Dummy Data),11,6/18/22,"M5_21386, Andre mycangia"
3775,Euplatypus Project (Dummy Data),11,6/18/22,"M5_21390, Andre mycangia"
3776,Euplatypus Project (Dummy Data),11,6/18/22,"M1_21428, Andre mycangia"
3777,Euplatypus Project (Dummy Data),11,6/18/22,"M1_21432, Andre mycangia"
3778,Euplatypus Project (Dummy Data),11,6/18/22,"M1_21420, Andre mycangia"
3779,Euplatypus Project (Dummy Data),11,6/18/22,"M1_21426, Andre mycangia"
3780,Euplatypus Project (Dummy Data),11,6/18/22,"M2_21396, Andre mycangia"
3781,Euplatypus Project (Dummy Data),11,6/18/22,"M2_21398, Andre mycangia"
3782,Euplatypus Project (Dummy Data),11,6/18/22,"M3_21402, Andre mycangia"
3783,Euplatypus Project (Dummy Data),11,6/18/22,"M3_21404, Andre mycangia"
3784,Euplatypus Project (Dummy Data),11,6/18/22,"M3_21426, Andre mycangia"
3785,Euplatypus Project (Dummy Data),11,6/18/22,"M4_21426, Andre mycangia"
3786,Euplatypus Project (Dummy Data),11,6/18/22,"M3_21420, Andre mycangia"
3787,Euplatypus Project (Dummy Data),11,6/18/22,"M4_21420, Andre mycangia"
3788,Euplatypus Project (Dummy Data),11,6/18/22,"M3_21408, Andre mycangia"
3789,Euplatypus Project (Dummy Data),11,6/18/22,"M3_21414, Andre mycangia"
3790,Euplatypus Project (Dummy Data),11,6/18/22,"M3_21416, Andre mycangia"
3791,Euplatypus Project (Dummy Data),11,6/18/22,"M4_21404, Andre mycangia"
3792,Euplatypus Project (Dummy Data),11,6/18/22,"M1_21494, Andre mycangia"
3793,Euplatypus Project (Dummy Data),11,6/18/22,"M2_21494, Andre mycangia"
3794,Euplatypus Project (Dummy Data),11,6/18/22,"M1_21488, Andre mycangia"
3795,Euplatypus Project (Dummy Data),11,6/18/22,"M2_21488, Andre mycangia"
3796,Euplatypus Project (Dummy Data),11,6/18/22,"M2_21440, Andre mycangia"
3797,Euplatypus Project (Dummy Data),11,6/18/22,"M3_21380, Andre mycangia"
3798,Euplatypus Project (Dummy Data),11,6/18/22,"M3_21378, Andre mycangia"
3799,Euplatypus Project (Dummy Data),11,6/18/22,"M1_21480, Andre mycangia"
3800,Euplatypus Project (Dummy Data),11,6/18/22,"M1_21486, Andre mycangia"
3801,Euplatypus Project (Dummy Data),11,6/18/22,"M1_21482, Andre mycangia"
3802,Euplatypus Project (Dummy Data),11,6/18/22,"M2_21482, Andre mycangia"
3803,Euplatypus Project (Dummy Data),11,6/18/22,"M3_21436, Andre mycangia"
3804,Euplatypus Project (Dummy Data),11,6/18/22,"M2_21446, Andre mycangia"
3805,Euplatypus Project (Dummy Data),11,6/18/22,"M1_21444, Andre mycangia"
3806,Euplatypus Project (Dummy Data),11,6/18/22,"M1_21446, Andre mycangia"
3807,Euplatypus Project (Dummy Data),11,6/18/22,"M2_21376, Andre mycangia"
3808,Euplatypus Project (Dummy Data),11,6/18/22,"M2_21383, Andre mycangia"
3809,Euplatypus Project (Dummy Data),11,6/18/22,"M2_21389, Andre mycangia"
3810,Euplatypus Project (Dummy Data),11,6/18/22,"M3_21389, Andre mycangia"
3811,Euplatypus Project (Dummy Data),11,6/18/22,"M1_21408, Andre mycangia"
3812,Euplatypus Project (Dummy Data),11,6/18/22,"M4_21410, Andre mycangia"
3813,Euplatypus Project (Dummy Data),11,6/18/22,"M1_21414, Andre mycangia"
3814,Euplatypus Project (Dummy Data),11,6/18/22,"M1_21416, Andre mycangia"
3815,Euplatypus Project (Dummy Data),11,6/18/22,"M6_21431, Andre mycangia"
3816,Euplatypus Project (Dummy Data),11,6/18/22,"M4_21386, Andre mycangia"
3817,Euplatypus Project (Dummy Data),11,6/18/22,"M4_21380, Andre mycangia"
3818,Euplatypus Project (Dummy Data),11,6/18/22,"M4_21384, Andre mycangia"
3819,Euplatypus Project (Dummy Data),11,6/18/22,"M7_21401, Andre mycangia"
3820,Euplatypus Project (Dummy Data),11,6/18/22,"M3_21376, Andre mycangia"
3821,Euplatypus Project (Dummy Data),11,6/18/22,"M6_21376, Andre mycangia"
3822,Euplatypus Project (Dummy Data),11,6/18/22,"M8_21389, Andre mycangia"
3823,Euplatypus Project (Dummy Data),11,6/18/22,"M2_21431, Andre mycangia"
3824,Euplatypus Project (Dummy Data),11,6/18/22,"M1_21438, Andre mycangia"
3825,Euplatypus Project (Dummy Data),11,6/18/22,"M2_21438, Andre mycangia"
3826,Euplatypus Project (Dummy Data),11,6/18/22,"M2_21425, Andre mycangia"
3827,Euplatypus Project (Dummy Data),11,6/18/22,"M3_21428, Andre mycangia"
3828,Euplatypus Project (Dummy Data),11,6/18/22,"M3_21432, Andre mycangia"
3829,Euplatypus Project (Dummy Data),11,6/18/22,"M2_21407, Andre mycangia"
3830,Euplatypus Project (Dummy Data),11,6/18/22,"M2_21413, Andre mycangia"
3831,Euplatypus Project (Dummy Data),11,6/18/22,"M2_21419, Andre mycangia"
3832,Euplatypus Project (Dummy Data),11,6/18/22,"M2_21401, Andre mycangia"
3833,Euplatypus Project (Dummy Data),11,6/18/22,"M5_21384, Andre mycangia"
3834,Euplatypus Project (Dummy Data),11,6/18/22,"M3_21384, Andre mycangia"
3835,Euplatypus Project (Dummy Data),11,6/18/22,"M4_21432, Andre mycangia"
3836,Euplatypus Project (Dummy Data),11,6/18/22,"M3_21386, Andre mycangia"
3837,Euplatypus Project (Dummy Data),11,6/18/22,"M4_21390, Andre mycangia"
3838,Euplatypus Project (Dummy Data),11,6/18/22,"M6_21404, Andre mycangia"
3839,Euplatypus Project (Dummy Data),11,6/18/22,"M5_21402, Andre mycangia"
3840,Euplatypus Project (Dummy Data),11,6/18/22,"M3_21398, Andre mycangia"
3841,Euplatypus Project (Dummy Data),11,6/18/22,"M1_21404, Andre mycangia"
3842,Euplatypus Project (Dummy Data),11,6/18/22,"M6_21384, Andre mycangia"
3843,Euplatypus Project (Dummy Data),11,6/18/22,"M7_21390, Andre mycangia"
3844,Euplatypus Project (Dummy Data),11,6/18/22,"M5_21378, Andre mycangia"
3845,Euplatypus Project (Dummy Data),11,6/18/22,"M1_21386, Andre mycangia"
3846,Euplatypus Project (Dummy Data),11,6/18/22,"M3_21482, Andre mycangia"
3847,Euplatypus Project (Dummy Data),11,6/18/22,"M4_21446, Andre mycangia"
3848,Euplatypus Project (Dummy Data),11,6/18/22,"M3_21470, Andre mycangia"
3849,Euplatypus Project (Dummy Data),11,6/18/22,"M4_21476, Andre mycangia"
3850,Euplatypus Project (Dummy Data),11,6/18/22,"M1_21476, Andre mycangia"
3851,Euplatypus Project (Dummy Data),11,6/18/22,"M2_21470, Andre mycangia"
3852,Euplatypus Project (Dummy Data),11,6/18/22,"M1_21470, Andre mycangia"
3853,Euplatypus Project (Dummy Data),11,6/18/22,"M2_21476, Andre mycangia"
3854,Euplatypus Project (Dummy Data),11,6/18/22,"M4_21486, Andre mycangia"
3855,Euplatypus Project (Dummy Data),11,6/18/22,"M6_21488, Andre mycangia"
3856,Euplatypus Project (Dummy Data),11,6/18/22,"M3_21446, Andre mycangia"
3857,Euplatypus Project (Dummy Data),11,6/18/22,"M5_21486, Andre mycangia"
3858,Euplatypus Project (Dummy Data),11,6/18/22,"M5_21434, Andre mycangia"
3859,Euplatypus Project (Dummy Data),11,6/18/22,"M6_21380, Andre mycangia"
3860,Euplatypus Project (Dummy Data),11,6/18/22,"M4_21434, Andre mycangia"
3861,Euplatypus Project (Dummy Data),11,6/18/22,"M4_21482, Andre mycangia"
3862,Euplatypus Project (Dummy Data),11,6/18/22,"M4_21416, Andre mycangia"
3863,Euplatypus Project (Dummy Data),11,6/18/22,"M3_21494, Andre mycangia"
3864,Euplatypus Project (Dummy Data),11,6/18/22,"M3_21476, Andre mycangia"
3865,Euplatypus Project (Dummy Data),11,6/18/22,"M3_21488, Andre mycangia"
3866,Euplatypus Project (Dummy Data),11,6/18/22,"M1_21456, Andre mycangia"
3867,Euplatypus Project (Dummy Data),11,6/18/22,"M1_21458, Andre mycangia"
3868,Euplatypus Project (Dummy Data),11,6/18/22,"M1_21464, Andre mycangia"
3869,Euplatypus Project (Dummy Data),11,6/18/22,"M1_21462, Andre mycangia"
3870,Euplatypus Project (Dummy Data),11,6/18/22,"M5_21426, Andre mycangia"
3871,Euplatypus Project (Dummy Data),11,6/18/22,"M3_21434, Andre mycangia"
3872,Euplatypus Project (Dummy Data),11,6/18/22,"M1_21410, Andre mycangia"
3873,Euplatypus Project (Dummy Data),11,6/18/22,"M4_21408, Andre mycangia"
3874,Euplatypus Project (Dummy Data),11,10/20/21,
3875,Euplatypus Project (Dummy Data),11,10/12/21,"M3 #29, Andre mycangia, from beetle record #37109"
3876,Euplatypus Project (Dummy Data),11,10/12/21,"M4 #29, Andre mycangia, from beetle record #37109"
3877,Euplatypus Project (Dummy Data),11,10/12/21,"M3 #26, Andre mycangia, from beetle record #37109"
3878,Euplatypus Project (Dummy Data),11,10/12/21,"M1 #40, Andre mycangia, from beetle record #37111"
3879,Euplatypus Project (Dummy Data),11,10/12/21,"M3 #4, Andre mycangia, from beetle record #37105"
3880,Euplatypus Project (Dummy Data),11,10/12/21,"M3 #5, Andre mycangia, from beetle record #37105"
3881,Euplatypus Project (Dummy Data),11,10/12/21,"M1 #2 (WA), Andre mycangia, from beetle record #37099"
3882,Euplatypus Project (Dummy Data),11,10/12/21,"M2 #40, Andre mycangia, from beetle record #37111"
3883,Euplatypus Project (Dummy Data),11,10/12/21,"M1 #5 (WA), Andre mycangia, from beetle record #37099"
3884,Euplatypus Project (Dummy Data),11,10/12/21,"M1 #22, Andre mycangia, from beetle record #37108"
3885,Euplatypus Project (Dummy Data),11,10/12/21,"M1 #7 (WA), Andre mycangia, from beetle record #37100"
3886,Euplatypus Project (Dummy Data),11,10/12/21,"M1 #2, Andre mycangia, from beetle record #37105"
3887,Euplatypus Project (Dummy Data),11,10/12/21,"M5 #2, Andre mycangia, from beetle record #37105"
3888,Euplatypus Project (Dummy Data),11,10/12/21,"M4 #28 (WA), Andre mycangia, from beetle record #37103"
3889,Euplatypus Project (Dummy Data),11,10/12/21,"M2 #25 (WA), Andre mycangia, from beetle record #37103"
3890,Euplatypus Project (Dummy Data),11,10/12/21,"M1 #28 (WA), Andre mycangia, from beetle record #37103"
3891,Euplatypus Project (Dummy Data),11,10/13/21,"M2 #28, Andre mycangia, from beetle record #37109"
3892,Euplatypus Project (Dummy Data),11,10/13/21,"M1 #1 (WA), Andre mycangia, from beetle record #37099"
3893,Euplatypus Project (Dummy Data),11,10/13/21,"M5 #1 (WA), Andre mycangia, from beetle record #37099"
3894,Euplatypus Project (Dummy Data),11,10/13/21,"M1 #16 (WA), Andre mycangia, from beetle record #37101"
3895,Euplatypus Project (Dummy Data),11,10/13/21,"M1 #19, Andre mycangia, from beetle record #37108"
3896,Euplatypus Project (Dummy Data),11,10/13/21,"M2 #19, Andre mycangia, from beetle record #37108"
3897,Euplatypus Project (Dummy Data),11,10/13/21,"M4 #10, Andre mycangia, from beetle record #37106"
3898,Euplatypus Project (Dummy Data),11,10/13/21,"M2 #4, Andre mycangia, from beetle record #37105"
3899,Euplatypus Project (Dummy Data),11,10/13/21,"M1 #24 (WA), Andre mycangia, from beetle record #37102"
3900,Euplatypus Project (Dummy Data),11,10/13/21,"M4 #30 (WA), Andre mycangia, from beetle record #37103"
3901,Euplatypus Project (Dummy Data),11,10/13/21,"M1 #14 (WA), Andre mycangia, from beetle record #37101"
3902,Euplatypus Project (Dummy Data),11,10/13/21,"M1 #22, Andre mycangia, from beetle record #37108"
3903,Euplatypus Project (Dummy Data),11,10/13/21,"M1 #34, Andre mycangia, from beetle record #37110"
3904,Euplatypus Project (Dummy Data),11,10/13/21,"M1 #22, Andre mycangia, from beetle record #37108"
3905,Euplatypus Project (Dummy Data),11,10/13/21,"M1 #28, Andre mycangia, from beetle record #37109"
3906,Euplatypus Project (Dummy Data),11,10/13/21,"M1 #16, Andre mycangia, from beetle record #37107"
3907,Euplatypus Project (Dummy Data),11,10/13/21,"M1 #23, Andre mycangia, from beetle record #37108"
3908,Euplatypus Project (Dummy Data),11,10/14/21,
3909,Euplatypus Project (Dummy Data),11,10/14/21,
3910,Euplatypus Project (Dummy Data),11,10/14/21,
3911,Euplatypus Project (Dummy Data),11,10/14/21,
3912,Euplatypus Project (Dummy Data),11,10/14/21,
3913,Euplatypus Project (Dummy Data),11,10/14/21,
3914,Euplatypus Project (Dummy Data),11,10/14/21,
3991,Euplatypus Project (Dummy Data),11,10/14/21,"M1 #10, Andre mycangia, from beetle record #37106"
3992,Euplatypus Project (Dummy Data),11,10/14/21,"M2 #16, Andre mycangia, from beetle record #37107"
3993,Euplatypus Project (Dummy Data),11,10/14/21,"M3 #40, Andre mycangia, from beetle record #37111"
3994,Euplatypus Project (Dummy Data),11,10/14/21,"M1 #4 (WA), Andre mycangia, from beetle record #37105"
3995,Euplatypus Project (Dummy Data),11,10/14/21,"M2 #23, Andre mycangia, from beetle record #37108"
3996,Euplatypus Project (Dummy Data),11,10/14/21,"M2 #1 (WA), Andre mycangia, from beetle record #37099"
3997,Euplatypus Project (Dummy Data),11,10/20/21,"M5 #11, Andre mycangia, from beetle record #37106"
3998,Euplatypus Project (Dummy Data),11,10/20/21,"M8 #1, Andre mycangia, from beetle record #37105"
3999,Euplatypus Project (Dummy Data),11,10/20/21,"M3 #8 (WA), Andre mycangia, from beetle record #37100"
4000,Euplatypus Project (Dummy Data),11,10/20/21,"M5 #25, Andre mycangia, from beetle record #37109"
4001,Euplatypus Project (Dummy Data),11,10/20/21,"M3 #13, Andre mycangia, from beetle record #37107"
4002,Euplatypus Project (Dummy Data),11,10/20/21,"M3 #34, Andre mycangia, from beetle record #37110"
4003,Euplatypus Project (Dummy Data),11,10/20/21,"M2 #34, Andre mycangia, from beetle record #37110"
4004,Euplatypus Project (Dummy Data),11,10/20/21,"M4 #34, Andre mycangia, from beetle record #37110"
4005,Euplatypus Project (Dummy Data),11,10/20/21,"M4 #25, Andre mycangia, from beetle record #37109"
4006,Euplatypus Project (Dummy Data),11,10/20/21,"M1 #25, Andre mycangia, from beetle record #37109"
4007,Euplatypus Project (Dummy Data),11,10/20/21,"M4 #8 (WA), Andre mycangia, from beetle record #37100"
4008,Euplatypus Project (Dummy Data),11,10/20/21,"M2 #10, Andre mycangia, from beetle record #37106"
4009,Euplatypus Project (Dummy Data),11,10/20/21,"M1 #16, Andre mycangia, from beetle record #37107"
4010,Euplatypus Project (Dummy Data),11,10/20/21,"M6 #34 (WA), Andre mycangia, from beetle record #37104"
4011,Euplatypus Project (Dummy Data),11,10/20/21,"M1 #10 (WA), Andre mycangia, from beetle record #37100"
4012,Euplatypus Project (Dummy Data),11,10/20/21,"M1 #37, Andre mycangia, from beetle record #37111"
4013,Euplatypus Project (Dummy Data),11,10/20/21,"M1 #29, Andre mycangia, from beetle record #37109"
4014,Euplatypus Project (Dummy Data),11,10/20/21,"M1 #11 (WA), Andre mycangia, from beetle record #37100"
4015,Euplatypus Project (Dummy Data),11,10/20/21,"M2 #13, Andre mycangia, from beetle record #37107"
4016,Euplatypus Project (Dummy Data),11,10/20/21,"M1 #13, Andre mycangia, from beetle record #37107"
4017,Euplatypus Project (Dummy Data),11,3/23/22,"Yeast culture from E. compositus gut (dissected gut), Andre mycangia, from beetle record #37522 "
4018,Euplatypus Project (Dummy Data),11,3/23/22,"Yeast culture from E. compositus gut (dissected gut), Andre mycangia, from beetle record #37523"
4019,Euplatypus Project (Dummy Data),11,3/23/22,"Yeast culture from E. compositus gut (dissected gut), Andre mycangia, from beetle record #37523"
4020,Euplatypus Project (Dummy Data),11,3/23/22,"Copy of 18346; Yeast culture from E. compositus gut (dissected gut), Andre mycangia, from beetle record #37522"
4021,Euplatypus Project (Dummy Data),11,3/23/22,"Copy of 18347; Yeast culture from E. compositus gut (dissected gut), Andre mycangia, from beetle record #37523"
4022,Euplatypus Project (Dummy Data),11,3/23/22,"Copy of 18348; Yeast culture from E. compositus gut (dissected gut), Andre mycangia, from beetle record #37523"
4023,Euplatypus Project (Dummy Data),11,3/28/22,Copy of 17986
4024,Euplatypus Project (Dummy Data),11,7/11/22,"M1_21378, Andre mycangia, from beetle record #37754"
4025,Euplatypus Project (Dummy Data),11,7/11/22,"M1_21380, Andre mycangia, from beetle record #37754"
4026,Euplatypus Project (Dummy Data),11,7/11/22,"M1_21390, Andre mycangia, from beetle record #37756"
4027,Euplatypus Project (Dummy Data),11,7/11/22,"M1_21384, Andre mycangia, from beetle record #37755"
4028,Euplatypus Project (Dummy Data),11,7/11/22,"M1_21396, Andre mycangia, from beetle record #37757"
4029,Euplatypus Project (Dummy Data),11,7/11/22,"M1_21392, Andre mycangia, from beetle record #37756"
4030,Euplatypus Project (Dummy Data),11,7/11/22,"M3_21404, Andre mycangia, from beetle record #37758"
4031,Euplatypus Project (Dummy Data),11,7/11/22,"M1_21402, Andre mycangia, from beetle record #37758"
4032,Euplatypus Project (Dummy Data),11,7/11/22,"M2_21452, Andre mycangia, from beetle record #37766"
4033,Euplatypus Project (Dummy Data),11,7/11/22,"M3_21452, Andre mycangia, from beetle record #37766"
4034,Euplatypus Project (Dummy Data),11,7/11/22,"M2_21458, Andre mycangia, from beetle record #37768"
4035,Euplatypus Project (Dummy Data),11,7/11/22,"M1_21450, Andre mycangia, from beetle record #37766"
4036,Euplatypus Project (Dummy Data),11,7/11/22,"M6_21390, Andre mycangia, from beetle record #37756"
4037,Euplatypus Project (Dummy Data),11,7/11/22,"M5_21392, Andre mycangia, from beetle record #37756"
4038,Euplatypus Project (Dummy Data),11,7/11/22,"M5_21386, Andre mycangia, from beetle record #37755"
4039,Euplatypus Project (Dummy Data),11,7/11/22,"M5_21390, Andre mycangia, from beetle record #37756"
4040,Euplatypus Project (Dummy Data),11,7/11/22,"M1_21428, Andre mycangia, from beetle record #37762"
