ided_ob_id,taxon,identification_reference,id_by,notes,percent_identity,date_identified,accession_number
9052,Sporothrix splendens CBS 557.92,,11,,0.9498000000000001,2023-05-01T00:00:00.000Z,NG_064164
9053,Raffaelea arxii CBS 273.70,,11,,0.9582999999999999,2023-05-01T00:00:00.000Z,NG_074465
9054,Starmera dryadoides NRRL Y-10990,,11,,0.9378,2023-05-01T00:00:00.000Z,EF550290
9055,Starmera dryadoides NRRL Y-10990,,11,,0.9378,2023-05-01T00:00:00.000Z,EF550290
9056,Starmera dryadoides NRRL Y-10990,,11,,0.9378,2023-05-01T00:00:00.000Z,EF550290
9057,Ambrosiozyma monospora NRRL Y-1484,,11,,0.9989,2023-05-01T00:00:00.000Z,NG_055195
9058,Ambrosiozyma monospora NRRL Y-1484,,11,,0.9989,2023-05-01T00:00:00.000Z,NG_055195
9059,Ambrosiozyma monospora NRRL Y-1484,,11,,0.9976999999999999,2023-05-01T00:00:00.000Z,NG_055195
9060,Starmera dryadoides NRRL Y-10990,,11,,0.9944,2023-05-01T00:00:00.000Z,EF550290
9061,Ambrosiozyma monospora NRRL Y-1484,,11,,1,2023-05-01T00:00:00.000Z,NG_055195
9062,Starmera dryadoides NRRL Y-10990,,11,,0.9378,2023-05-01T00:00:00.000Z,EF550290
9063,Raffaelea sulcati CBS 806.70,,11,,0.9889,2023-05-01T00:00:00.000Z,NG_064084
9064,Raffaelea sulcati CBS 806.70,,11,,0.9889,2023-05-01T00:00:00.000Z,NG_064084
9065,Raffaelea sulcati CBS 806.70,,11,,0.9889,2023-05-01T00:00:00.000Z,NG_064084
9066,Starmera dryadoides NRRL Y-10990,,11,,0.9378,2023-05-01T00:00:00.000Z,EF550290
9067,Raffaelea sulcati CBS 806.70,,11,,0.9889,2023-05-01T00:00:00.000Z,NG_064084
9068,Starmera dryadoides NRRL Y-10990,,11,,0.9355,2023-05-01T00:00:00.000Z,EF550290
9069,Starmera dryadoides NRRL Y-10990,,11,,0.9378,2023-05-01T00:00:00.000Z,EF550290
9070,Starmera dryadoides NRRL Y-10990,,11,,0.9378,2023-05-01T00:00:00.000Z,EF550290
9071,Candida berthetii CBS 5452,,11,,0.9979,2023-05-01T00:00:00.000Z,NG_060802
9072,Sporothrix splendens CBS 557.92,,11,,0.9487000000000001,2023-05-01T00:00:00.000Z,NG_064164
9073,Starmera dryadoides NRRL Y-10990,,11,,0.9377,2023-05-01T00:00:00.000Z,EF550290
9074,Raffaelea sulcati CBS 806.70,,11,,0.9889,2023-05-01T00:00:00.000Z,NG_064084
9075,Raffaelea santoroi CBS 399.67,,11,,0.9537,2023-05-01T00:00:00.000Z,NG_064067
9076,Starmera dryadoides NRRL Y-10990,,11,,0.9366,2023-05-01T00:00:00.000Z,EF550290
9077,Starmera dryadoides NRRL Y-10990,,11,,0.9377,2023-05-01T00:00:00.000Z,EF550290
9078,Starmera dryadoides NRRL Y-10990,,11,,0.9412999999999999,2023-05-01T00:00:00.000Z,EF550290
9079,Starmera dryadoides NRRL Y-10990,,11,,0.9377,2023-05-01T00:00:00.000Z,EF550290
9080,Starmera dryadoides NRRL Y-10990,,11,,0.9347,2023-05-01T00:00:00.000Z,EF550290
9081,Starmera dryadoides NRRL Y-10990,,11,,0.9347,2023-05-01T00:00:00.000Z,EF550290
9082,Raffaelea santoroi CBS 399.67,,11,,0.9537,2023-05-01T00:00:00.000Z,NG_064067
9083,Ambrosiozyma monospora NRRL Y-1484,,11,,1,2023-05-01T00:00:00.000Z,NG_055195
9084,Ambrosiozyma monospora NRRL Y-1484,,11,,1,2023-05-01T00:00:00.000Z,NG_055195
9085,Ambrosiozyma monospora NRRL Y-1484,,11,,0.9976999999999999,2023-05-01T00:00:00.000Z,NG_055195
9086,Ambrosiozyma monospora NRRL Y-1484,,11,,1,2023-05-01T00:00:00.000Z,NG_055195
9087,Ogataea zsoltii CBS 9263,,11,,0.9711,2023-05-01T00:00:00.000Z,KY108723
9088,Saccharomycopsis selenospora CBS 2562,,11,,0.9606,2023-05-01T00:00:00.000Z,NG_058393
9089,Saccharomycopsis selenospora CBS 2562,,11,,0.9618000000000001,2023-05-01T00:00:00.000Z,NG_058393
9090,Ambrosiozyma monospora NRRL Y-1484,,11,,1,2023-05-01T00:00:00.000Z,NG_055195
9091,Starmera dryadoides NRRL Y-10990,,11,,0.9347,2023-05-01T00:00:00.000Z,EF550290
9092,Raffaelea sulcati CBS 806.70,,11,,0.9889,2023-05-01T00:00:00.000Z,NG_064084
9095,Ogataea zsoltii CBS 9265,,11,,0.9711,2023-05-01T00:00:00.000Z,KY108723
9096,Raffaelea sulcati CBS 806.70,,11,,0.9889,2023-05-01T00:00:00.000Z,NG_064084
9097,Raffaelea lauricola CBS 121567,,11,,0.9159999999999999,2023-05-01T00:00:00.000Z,NG_058027
9098,Raffaelea lauricola CBS 121567,,11,,0.9394,2023-05-01T00:00:00.000Z,NG_058027
9099,Raffaelea lauricola CBS 121567,,11,,0.9414,2023-05-01T00:00:00.000Z,NG_058027
9100,Starmera dryadoides NRRL Y-10990,,11,,0.9347,2023-05-01T00:00:00.000Z,EF550290
9101,Starmera dryadoides NRRL Y-10990,,11,,0.9347,2023-05-01T00:00:00.000Z,EF550290
9102,Starmera dryadoides NRRL Y-10990,,11,,0.9378,2023-05-01T00:00:00.000Z,EF550290
9103,Starmera dryadoides NRRL Y-10990,,11,,0.9378,2023-05-01T00:00:00.000Z,EF550290
9104,Raffaelea santoroi CBS 399.67,,11,,0.9537,2023-05-01T00:00:00.000Z,NG_064067
9105,Ambrosiozyma monospora NRRL Y-1484,,11,,1,2023-05-01T00:00:00.000Z,NG_055195
9106,Ambrosiozyma monospora NRRL Y-1484,,11,,0.9976999999999999,2023-05-01T00:00:00.000Z,NG_055195
9107,Dipodascopsis uninucleata var. uninucleata CBS 190.37,,11,,0.9658,2023-05-01T00:00:00.000Z,NG_055347
9108,Ogataea zsoltii CBS 9264,,11,,0.971,2023-05-01T00:00:00.000Z,KY108723
9109,Raffaelea lauricola CBS 121567,,11,,0.9425,2023-05-01T00:00:00.000Z,NG_058027
9110,Raffaelea lauricola CBS 121567,,11,,0.9425,2023-05-01T00:00:00.000Z,NG_058027
9111,Raffaelea lauricola CBS 121567,,11,,0.9423999999999999,2023-05-01T00:00:00.000Z,NG_058027
9112,Raffaelea lauricola CBS 121567,,11,,0.9423999999999999,2023-05-01T00:00:00.000Z,NG_058027
9113,Raffaelea lauricola CBS 121567,,11,,0.9425,2023-05-01T00:00:00.000Z,NG_058027
9114,Ambrosiozyma monospora NRRL Y-1484,,11,,1,2023-05-01T00:00:00.000Z,NG_055195
9115,Saccharomycopsis selenospora CBS 2562,,11,,0.9618000000000001,2023-05-01T00:00:00.000Z,NG_058393
9116,Ogataea zsoltii CBS 9265,,11,,0.9689,2023-05-01T00:00:00.000Z,KY108723
9117,Raffaelea tritirachium CBS 726.69,,11,,0.9897,2023-05-01T00:00:00.000Z,MH871169
9118,Starmera dryadoides NRRL Y-10990,,11,,0.9932,2023-05-01T00:00:00.000Z,EF550290
9119,Raffaelea lauricola CBS 121567,,11,,0.9427,2023-05-01T00:00:00.000Z,NG_058027
9120,Raffaelea lauricola CBS 121567,,11,,0.9431999999999999,2023-05-01T00:00:00.000Z,NG_058027
9121,Ogataea philodendri NRRL Y-7210,,11,,0.9976999999999999,2023-05-01T00:00:00.000Z,EU011617
9122,Raffaelea lauricola CBS 121567,,11,,0.9420000000000001,2023-05-01T00:00:00.000Z,NG_058027
9123,Raffaelea lauricola CBS 121567,,11,,0.9431999999999999,2023-05-01T00:00:00.000Z,NG_058027
9094,Saccharomycopsis sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9095,Ogataea sp. 2,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9096,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9097,Harringtonia sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9098,Harringtonia arthroconidialis,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9099,Harringtonia arthroconidialis,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9100,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9101,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9102,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9103,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9104,Raffaelea sp. 2,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9105,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9106,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9107,Dipodascopsis sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9108,Ogataea sp. 2,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9109,Harringtonia arthroconidialis,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9110,Harringtonia arthroconidialis,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9111,Harringtonia arthroconidialis,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9112,Harringtonia arthroconidialis,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9113,Harringtonia arthroconidialis,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9114,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9115,Saccharomycopsis sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9116,Ogataea sp. 2,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9117,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9118,Starmera dryadoides,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9119,Harringtonia arthroconidialis,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9120,Harringtonia arthroconidialis,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9121,Ogataea sp. 1,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9122,Harringtonia arthroconidialis,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9123,Harringtonia arthroconidialis,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8948,Esteya floridana,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8949,Esteya floridana,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8950,Ceratocystiopsis lunata,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8951,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8952,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8953,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8954,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8955,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8956,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8957,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8958,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8959,Sporothrix sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8960,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8961,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8962,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8963,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8964,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8965,Raffaelea sp. 3,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8966,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8967,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8968,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8969,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8970,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8971,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8972,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8973,Ceratocystiopsis lunata,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8974,Raffaelea sp. 3,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8975,Ceratocystiopsis lunata,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8976,Ceratocystiopsis lunata,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8977,Raffaelea sp. 3,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8978,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8979,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8980,Raffaelea sp. 3,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8981,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8982,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8983,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8984,Saccharomycopsis sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8985,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8986,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8987,Raffaelea sp. 3,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8988,Harringtonia chlamydospora,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8989,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8990,Ceratocystiopsis lunata,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8991,Ceratocystiopsis lunata,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8992,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8993,Harringtonia arthroconidialis,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8994,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8995,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8996,Ceratocystiopsis lunata,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8997,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8998,Raffaelea sp. 1,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
8999,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9000,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9001,Dryadomyces sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9002,Dryadomyces sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9003,Ceratocystiopsis lunata,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9004,Harringtonia arthroconidialis,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9005,Harringtonia arthroconidialis,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9006,Candida sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9007,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9008,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9009,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9010,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9011,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9012,Ogataea sp. 2,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9013,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9014,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9015,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9016,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9017,Ceratocystiopsis lunata,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9018,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9019,Ceratocystiopsis lunata,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
3461,"Euplatypus parallelus (Fabricius, 1801) ",,11,,0,2021-09-25T15:08:00.000Z,
3471,"Euplatypus parallelus (Fabricius, 1801) ",,11,,0,2022-06-15T15:08:00.000Z,
3481,"Euplatypus parallelus (Fabricius, 1801) ",,11,,0,2022-06-16T15:08:00.000Z,
3491,"Euplatypus parallelus (Fabricius, 1801) ",,11,,0,2022-06-14T15:08:00.000Z,
9021,Raffaelea sp. 1,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9022,Raffaelea sp. 1,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
3462,"Euplatypus parallelus (Fabricius, 1801) ",,11,,0,2021-09-25T15:08:00.000Z,
3472,"Euplatypus parallelus (Fabricius, 1801) ",,11,,0,2022-06-16T15:08:00.000Z,
3482,"Euplatypus parallelus (Fabricius, 1801) ",,11,,0,2022-06-14T15:08:00.000Z,
9023,Saccharomycopsis sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9024,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9025,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9026,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
3463,"Euplatypus parallelus (Fabricius, 1801) ",,11,,0,2021-09-25T15:08:00.000Z,
3473,"Euplatypus parallelus (Fabricius, 1801) ",,11,,0,2022-06-16T15:08:00.000Z,
3483,"Euplatypus parallelus (Fabricius, 1801) ",,11,,0,2022-06-14T15:08:00.000Z,
9027,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9028,Raffaelea sp. 2,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9029,Raffaelea sp. 1,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9030,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9031,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9032,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9033,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9034,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9035,Saccharomycopsis sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9036,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9037,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9038,Raffaelea sp. 2,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9039,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9040,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9041,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9042,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9043,Ceratocystiopsis lunata,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9044,Ceratocystiopsis lunata,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9045,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9046,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9047,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9048,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9049,Ceratocystiopsis lunata,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9050,Ceratocystiopsis lunata,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9051,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9052,Ceratocystiopsis lunata,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9053,Raffaelea sp. 1,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9054,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9055,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9056,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9057,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9058,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9059,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9060,Starmera dryadoides,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9061,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9062,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9063,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9064,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9065,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9066,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9067,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9068,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9069,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9070,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9071,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9072,Ceratocystiopsis lunata,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9073,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9074,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9075,Raffaelea sp. 2,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9076,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9077,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9078,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9079,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9080,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9081,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9082,Raffaelea sp. 2,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9083,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9084,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9085,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9086,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9087,Ogataea sp. 2,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9088,Saccharomycopsis sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9089,Saccharomycopsis sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9090,Ambrosiozyma sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9091,Starmera sp.,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9092,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
9093,Raffaelea xyleborini,Post Phylogenetic Analysis,11,,0,2024-08-29T22:29:41.318Z,
3464,"Euplatypus parallelus (Fabricius, 1801) ",,11,,0,2021-09-25T15:08:00.000Z,
3474,"Euplatypus parallelus (Fabricius, 1801) ",,11,,0,2022-06-16T15:08:00.000Z,
3484,"Euplatypus parallelus (Fabricius, 1801) ",,11,,0,2022-06-14T15:08:00.000Z,
3465,"Euplatypus parallelus (Fabricius, 1801) ",,11,,0,2021-09-25T15:08:00.000Z,
3475,"Euplatypus parallelus (Fabricius, 1801) ",,11,,0,2022-06-16T15:08:00.000Z,
3485,"Euplatypus parallelus (Fabricius, 1801) ",,11,,0,2022-06-14T15:08:00.000Z,
10222,,,11,,0,2025-03-06T19:30:42.347Z,
3456,"Euplatypus compositus (Say, 1823) ",,11,,0,2021-09-25T15:08:00.000Z,
3457,"Euplatypus compositus (Say, 1823) ",,11,,0,2021-09-25T15:08:00.000Z,
3458,"Euplatypus compositus (Say, 1823) ",,11,,0,2021-09-25T15:08:00.000Z,
3468,"Euplatypus parallelus (Fabricius, 1801) ",,11,,0,2021-09-25T15:08:00.000Z,
3460,"Euplatypus parallelus (Fabricius, 1801) ",,11,,0,2021-09-25T15:08:00.000Z,
